"objectid","basic_colour","body_type","cc_rating","chassis7","first_nz_registration_year","first_nz_registration_month","gross_vehicle_mass","height","import_status","make","model","motive_power","number_of_axles","number_of_seats","nz_assembled","original_country","power_rating","previous_country","road_transport_code","submodel","TLA","transmission_type","vdam_weight","vehicle_type","vehicle_usage","vehicle_year"
13568,"black","station wagon",2480,"jtnu30-",2010,6,2110,0,"used","Nissan","Bassara","petrol",2,8,"imported built-up","Japan",0,"Japan","","","Rotorua District","",0,"passenger car/van","private passenger",2002
13569,"silver","saloon",1990,"cl7-300",2011,2,1645,0,"used","Honda","Accord","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2003
13570,"silver","station wagon",2199,"",2003,7,0,0,"used","Mercedes-benz","220","petrol",0,7,"imported built-up","Germany",0,"United Kingdom","","te","Dunedin City","",0,"passenger car/van","private passenger",1992
13571,"black","motorcycle",651,"",2011,6,0,0,"new","Kawasaki","Kl","petrol",0,0,"imported built-up","Japan",32,"None","","650e","Auckland","",0,"motorcycle","private passenger",2011
13572,"green","saloon",4200,"azt2669",1979,1,0,0,"new","Jaguar","Xj6","petrol",0,5,"unknown","Not Known",0,"None","","","Matamata-piako District","",0,"passenger car/van","private passenger",1979
13573,"grey","station wagon",2489,"",2010,4,1914,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","wagon gsx 2.5 5at","Gisborne District","5-gear auto",0,"passenger car/van","private passenger",2010
13574,"white","saloon",1998,"",1994,6,0,0,"new","Toyota","Corona","petrol",0,0,"unknown","Japan",94,"None","","","Gisborne District","",0,"passenger car/van","private passenger",1994
13575,"yellow","hatchback",1999,"",2011,10,1900,0,"new","Ford","Focus","petrol",2,5,"imported built-up","Germany",125,"None","","2.0 sport auto hatch","Wellington City","6-gear auto",0,"passenger car/van","private passenger",2011
13576,"white","utility",2982,"",2009,11,2780,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 4wd sr5 dc 5m","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2009
13577,"silver","utility",2982,"",2009,11,2780,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 4wd sr5 dc 4a","Masterton District","4-gear auto",0,"goods van/truck/utility","private passenger",2009
13578,"blue","station wagon",3565,"",2005,5,0,0,"new","Holden","Commodore","petrol",0,5,"imported built-up","Australia",190,"None","","acclaim wagon v6 a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2005
13579,"yellow","mobile machine",2190,"16924",2012,4,5500,0,"new","Komatsu","Pc 55 Mr","diesel",0,0,"imported built-up","Japan",0,"None","","","Christchurch City","",0,"mobile machine","other",2012
13580,"black","station wagon",2990,"jce15-0",2011,8,1835,0,"used","Toyota","Altezza","petrol",2,5,"imported built-up","Japan",0,"Japan","","gita","Christchurch City","",0,"passenger car/van","private passenger",2002
13581,"grey","saloon",1796,"",2011,11,1811,0,"new","Holden","Cruze","petrol",2,5,"imported built-up","Australia",104,"None","","cdx 1.8 at","Auckland","6-gear auto",0,"passenger car/van","private passenger",2011
13582,"red","hatchback",1999,"",2011,7,1905,0,"new","Ford","Focus","petrol",2,5,"imported built-up","Germany",107,"None","","zetec 2.0 a hatch","Christchurch City","4-gear auto",0,"passenger car/van","private passenger",2011
13583,"black","hatchback",1340,"dy3w-30",2011,9,1335,0,"used","Mazda","Demio","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Porirua City","",0,"passenger car/van","private passenger",2004
13584,"grey","saloon",2362,"",2009,12,2015,0,"new","Toyota","Camry","petrol",2,5,"imported built-up","Australia",117,"None","","2.4p sport sedan 5a","New Plymouth District","5-gear auto",0,"passenger car/van","private passenger",2009
13585,"grey","hatchback",1980,"wvwzzz1",2011,12,1655,0,"used","Volkswagen","Golf","petrol",2,5,"imported built-up","Germany",0,"Japan","","gt","Auckland","",0,"passenger car/van","private passenger",2004
13586,"yellow","saloon",1303,"1332419",1977,12,0,0,"new","Volkswagen","Beetle","petrol",0,5,"unknown","Not Known",0,"None","","1303","Dunedin City","",0,"passenger car/van","private passenger",1973
13587,"brown","saloon",2500,"3mk7281",1973,6,0,0,"new","Triumph","2500 Tc","petrol",0,5,"unknown","Not Known",0,"None","","","Tasman District","",0,"passenger car/van","private passenger",1973
13588,"grey","boat trailer",0,"",2003,9,0,0,"new","Trailer","650fyran","",2,0,"nz assembled/built","New Zealand",0,"None","","","Auckland","",0,"trailer/caravan","other goods",2003
13589,"grey","saloon",2496,"mcv21-0",2006,10,1755,0,"used","Toyota","Windom","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",1997
13590,"red","hatchback",1998,"",2005,10,1693,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",104,"None","","sporthatch gsx 2.0 a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2005
13591,"red","sports car",1756,"124cc10",1973,6,0,0,"new","Fiat","124","petrol",0,5,"unknown","Not Known",0,"None","","","Wellington City","",0,"passenger car/van","private passenger",1973
13592,"red","saloon",3828,"",2006,2,0,0,"new","Mitsubishi","380","petrol",0,5,"imported built-up","Australia",180,"None","","3.8p vr-x sedan a","Auckland","5-gear auto",0,"passenger car/van","private passenger",2006
13593,"silver","hatchback",1668,"",2005,4,1640,0,"new","Honda","Civic","petrol",0,5,"imported built-up","Japan",96,"None","","vtx 1.7 5d hb 5m","Christchurch City","5-gear manual",0,"passenger car/van","private passenger",2005
13594,"blue","station wagon",2982,"kzn130-",2003,8,2215,0,"used","Toyota","Hilux","diesel",0,5,"imported built-up","Japan",0,"Japan","","surf ssr x 3.0","Auckland","",0,"passenger car/van","private passenger",1994
13595,"blue","saloon",3791,"",1995,4,0,0,"new","Holden","Commodore","petrol",0,0,"unknown","Australia",130,"None","","sedan","Hamilton City","",0,"passenger car/van","private passenger",1995
13596,"black","saloon",6383,"ag82my3",1972,12,0,0,"new","Ford","Galaxie","petrol",0,5,"unknown","Not Known",0,"None","","","South Taranaki District","",0,"passenger car/van","private passenger",1972
13597,"blue","station wagon",2982,"kzn185-",2004,3,0,0,"used","Toyota","Hilux","diesel",0,5,"imported built-up","Japan",0,"Japan","","surf","Christchurch City","",0,"passenger car/van","private passenger",1996
13598,"blue","station wagon",1762,"at211-3",2002,5,0,0,"used","Toyota","Caldina","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",1998
13599,"silver","station wagon",2980,"kzn185-",2004,4,0,0,"used","Toyota","Hilux","diesel",0,5,"imported built-up","Japan",0,"Japan","","surf ssr v","Thames-coromandel District","",0,"passenger car/van","private passenger",1997
13600,"white","saloon",2800,"wfdbxxg",1984,7,0,0,"new","Ford","Sierra","petrol",0,5,"unknown","Not Known",0,"None","","","Auckland","",0,"passenger car/van","private passenger",1984
13601,"black","saloon",2489,"",2010,2,1854,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","sedan gsx 2.5 5at","Whanganui District","5-gear auto",0,"passenger car/van","private passenger",2010
13602,"black","saloon",1796,"",2010,2,0,0,"new","Holden","Cruze","petrol",2,5,"imported built-up","South Korea",104,"None","","cdx 1.8 at","Hastings District","6-gear auto",0,"passenger car/van","private passenger",2010
13603,"blue","station wagon",3195,"",2010,3,0,0,"new","Holden","Captiva","petrol",2,7,"imported built-up","South Korea",169,"None","","cx awd v6 at","Hamilton City","5-gear auto",0,"passenger car/van","private passenger",2010
13604,"blue","station wagon",1582,"",2011,6,1840,0,"new","Hyundai","I30","diesel",2,5,"imported built-up","South Korea",85,"None","","wagon 1.6 crdi","Auckland","6-gear manual",0,"passenger car/van","private passenger",2011
13605,"red","hatchback",1587,"",1995,11,0,0,"new","Toyota","Corolla","petrol",0,0,"unknown","Japan",81,"None","","1.6p gl hbac","Auckland","",0,"passenger car/van","private passenger",1995
13606,"red","hatchback",1493,"eu1-102",2010,7,1445,0,"used","Honda","Civic","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Wellington City","",0,"passenger car/van","private passenger",2001
13607,"silver","station wagon",2231,"",2010,4,2190,0,"new","Toyota","Rav4","diesel",2,5,"imported built-up","Japan",110,"None","","2.2d suv5 6m","Waikato District","6-gear manual",0,"passenger car/van","private passenger",2010
13608,"grey","boat trailer",0,"",2005,1,0,0,"new","Trailer","Karavan","",2,0,"imported built-up","United States",0,"None","","","Hamilton City","",0,"trailer/caravan","other goods",2005
13609,"white","caravan",0,"6t9t21v",2005,11,0,0,"new","Caravan","Golden Eagle","",2,0,"imported built-up","Australia",0,"None","","","Waimakariri District","",0,"trailer/caravan","other goods",2005
13610,"black","motorcycle",150,"",1980,6,0,0,"new","James","Cadet","petrol",0,0,"unknown","Not Known",0,"None","","","Lower Hutt City","",0,"motorcycle","private passenger",1958
13611,"white","station wagon",3565,"",2006,7,0,0,"new","Holden","Commodore","petrol",0,5,"imported built-up","Australia",190,"None","","executive wagon v6 a","Southland District","4-gear auto",0,"passenger car/van","private passenger",2006
13612,"silver","saloon",2993,"",2009,2,2155,0,"new","Bmw","525d","diesel",2,5,"imported built-up","Germany",145,"None","","sedan 6a 4dr 3.0l","Lower Hutt City","6-gear auto",0,"passenger car/van","private passenger",2009
13613,"white","hatchback",1490,"ncp21-0",2011,7,1325,0,"used","Toyota","Funcargo","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Hamilton City","",0,"passenger car/van","private passenger",2000
13614,"silver","hatchback",1396,"",2012,1,1565,0,"new","Hyundai","I20","petrol",2,5,"imported built-up","India",100,"None","","1.4 m5","Christchurch City","5-gear manual",0,"passenger car/van","private passenger",2012
13615,"green","station wagon",1800,"tt14190",1984,4,0,0,"new","Toyota","Corona","petrol",0,5,"unknown","Not Known",0,"None","","","Upper Hutt City","",0,"passenger car/van","private passenger",1984
13616,"silver","hatchback",2488,"",2010,1,1806,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",122,"None","","sporthatch sp25 2.5","Auckland","5-gear auto",0,"passenger car/van","private passenger",2010
13617,"black","saloon",2500,"",2010,4,2045,0,"new","Lexus","Is250","petrol",2,5,"imported built-up","Japan",153,"None","","2.5p ltd sedan 6a","Auckland","6-gear auto",0,"passenger car/van","private passenger",2010
13618,"white","light van",1780,"sk82v-2",2009,3,2150,0,"used","Mazda","Bongo","petrol",2,6,"imported built-up","Japan",0,"Japan","","","Waimakariri District","",0,"goods van/truck/utility","private passenger",2001
13619,"blue","hatchback",980,"m100a-0",2011,9,1115,0,"used","Toyota","Duet","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2002
13620,"silver","hatchback",1297,"qnc10-0",2012,7,1205,0,"used","Toyota","Passo","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2005
13621,"grey","saloon",1840,"cf3-130",2011,7,1535,0,"used","Honda","Torneo","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Whangarei District","",0,"passenger car/van","private passenger",2002
13622,"red","hatchback",1340,"",2009,5,1345,0,"used","Hyundai","Tb","petrol",2,5,"imported built-up","South Korea",0,"Japan","","","Selwyn District","",0,"passenger car/van","private passenger",2003
13623,"blue","utility",2999,"",2011,11,2800,0,"new","Holden","Colorado","diesel",2,5,"imported built-up","Thailand",120,"None","","4x2 lt crw pu dsl mt","Masterton District","5-gear manual",0,"goods van/truck/utility","private passenger",2011
13624,"silver","cab and chassis only",2378,"",2010,8,2825,0,"new","Great Wall","V240","petrol",2,2,"imported built-up","China",100,"None","","2.4l s-cab/ch 4wd 5m","Whangarei District","5-gear manual",0,"goods van/truck/utility","private passenger",2010
13625,"silver","station wagon",1496,"",2009,7,1445,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",81,"None","","1.5p wagon 5dr 5m","Auckland","5-gear manual",0,"passenger car/van","private passenger",2009
13626,"silver","station wagon",1496,"",2009,7,1445,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",81,"None","","1.5p wagon 5dr 5m","Auckland","5-gear manual",0,"passenger car/van","private passenger",2009
13627,"white","hatchback",1999,"",2010,3,1726,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",108,"None","","sporthatch gsx 2.0","Thames-coromandel District","5-gear auto",0,"passenger car/van","private passenger",2010
13628,"blue","hatchback",1999,"",2010,7,1726,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",108,"None","","sporthatch gsx 2.0","Auckland","5-gear auto",0,"passenger car/van","private passenger",2010
13629,"purple","saloon",5000,"",1976,6,0,0,"new","Ford","Fairmont","petrol",0,5,"unknown","Not Known",0,"None","","xa","Whangarei District","",0,"passenger car/van","private passenger",1973
13630,"white","saloon",4000,"814692n",1973,6,0,0,"new","Ford","Falcon","petrol",0,5,"unknown","Not Known",0,"None","","","Hauraki District","",0,"passenger car/van","private passenger",1971
13631,"black","hatchback",1998,"st202-0",2005,2,1455,0,"used","Toyota","Celica","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Lower Hutt City","",0,"passenger car/van","private passenger",1996
13632,"gold","hatchback",2179,"",2005,8,2078,0,"new","Citroen","C5","diesel",0,5,"imported built-up","France",98,"None","","2.2 sx 5dr 4sp a d","Hamilton City","4-gear auto",0,"passenger car/van","private passenger",2005
13633,"brown","saloon",499,"1312748",1968,2,0,0,"new","Fiat","Bambina","petrol",0,5,"unknown","Not Known",0,"None","","","Auckland","",0,"passenger car/van","private passenger",1968
13634,"silver","hatchback",1364,"",2012,2,0,0,"new","Holden","Cruze","petrol",2,5,"imported built-up","Australia",103,"None","","cd hb 1.4t at","New Plymouth District","6-gear auto",0,"passenger car/van","private passenger",2012
13635,"blue","station wagon",2000,"8l357mh",1988,5,0,0,"new","Holden","Berlina","petrol",0,5,"unknown","Australia",0,"None","","commodore ","Ashburton District","",0,"passenger car/van","private passenger",1988
13636,"white","station wagon",1998,"st210-4",2003,12,0,0,"used","Toyota","Caldina","petrol",0,5,"imported built-up","Japan",0,"Japan","","","New Plymouth District","",0,"passenger car/van","private passenger",1999
13637,"red","hatchback",1999,"",2011,9,1905,0,"new","Ford","Focus","petrol",2,5,"imported built-up","Germany",107,"None","","zetec 2.0 a hatch","Waimakariri District","4-gear auto",0,"passenger car/van","private passenger",2011
13638,"white","hatchback",1999,"",2011,7,1905,0,"new","Ford","Focus","petrol",2,5,"imported built-up","Germany",107,"None","","zetec 2.0 a hatch","Christchurch City","4-gear auto",0,"passenger car/van","private passenger",2011
13639,"gold","hatchback",1290,"ncp20-0",2009,10,1285,0,"used","Toyota","Funcargo","petrol",2,5,"imported built-up","Japan",0,"Japan","","","New Plymouth District","",0,"passenger car/van","private passenger",2000
13640,"green","station wagon",3564,"",2012,3,0,0,"new","Holden","Commodore","petrol",2,5,"imported built-up","Australia",210,"None","","sv6 wgn at","Hastings District","6-gear auto",0,"passenger car/van","private passenger",2012
13641,"blue","sports car",1798,"ghn5441",1978,9,0,0,"new","Mg","Mgb Roadster","petrol",0,5,"unknown","Not Known",0,"None","","","Palmerston North City","",0,"passenger car/van","private passenger",1977
13642,"silver","saloon",1993,"",1981,12,0,0,"new","Ford","Cortina","petrol",0,5,"unknown","Not Known",0,"None","","","Waimate District","",0,"passenger car/van","private passenger",1981
13643,"green","saloon",750,"274445",1985,5,0,0,"new","Austin","Seven","petrol",0,5,"unknown","Not Known",0,"None","","","Porirua City","",0,"passenger car/van","private passenger",1937
13644,"silver","domestic trailer",0,"ht2964",2011,8,1250,0,"new","Trailer","Trayla 8x4","",2,0,"nz assembled/built","New Zealand",0,"None","","","South Wairarapa District","",0,"trailer/caravan","other goods",2011
13645,"white","utility",2982,"",2010,8,2710,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 2wd dc 5m","Manawatu District","5-gear manual",0,"goods van/truck/utility","private passenger",2010
13646,"brown","saloon",1588,"5372044",1978,10,0,0,"new","Volkswagen","Scirocco","petrol",0,5,"unknown","Not Known",0,"None","","","Auckland","",0,"passenger car/van","private passenger",1977
13647,"red","saloon",5730,"jg70pj9",1974,7,0,0,"new","Ford","Landau","petrol",0,5,"unknown","Not Known",0,"None","","","Upper Hutt City","",0,"passenger car/van","private passenger",1974
13648,"purple","saloon",5736,"chq5440",1972,12,0,0,"new","Chevrolet","350","petrol",0,5,"unknown","Not Known",0,"None","","","Auckland","",0,"passenger car/van","private passenger",1972
13649,"green","utility",2982,"",2009,11,2780,0,"new","Toyota","Hilux","diesel",2,3,"imported built-up","Thailand",126,"None","","3.0td 2wd sc 5m","Far North District","5-gear manual",0,"goods van/truck/utility","private passenger",2009
13650,"silver","domestic trailer",0,"1154271",2011,6,1999,0,"new","Briford","9x5 Tandem","",2,0,"nz assembled/built","New Zealand",0,"None","","","Christchurch City","",0,"trailer/caravan","other goods",2011
13651,"white","light van",2694,"",2010,5,2800,0,"new","Toyota","Hiace","petrol",2,3,"imported built-up","Japan",111,"None","","2.7p zl van 4a 3seat","Auckland","4-gear auto",0,"goods van/truck/utility","private passenger",2010
13652,"blue","hatchback",1598,"",2012,2,1840,0,"new","Bmw","116i","petrol",2,5,"imported built-up","Germany",100,"None","","hatch 8a 5dr 1.6l","Auckland","8-gear auto",0,"passenger car/van","private passenger",2012
13653,"white","station wagon",2488,"",2011,8,2100,0,"new","Nissan","X-trail","petrol",2,5,"imported built-up","Japan",125,"None","","2.5 ti leather cvt","Manawatu District","continuously variable",0,"passenger car/van","private passenger",2011
13654,"red","hatchback",1490,"",2010,8,1470,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",75,"None","","glxha2 1.5 5dr ltd","Selwyn District","4-gear auto",0,"passenger car/van","private passenger",2010
13655,"red","hatchback",1490,"",2010,6,1470,0,"new","Suzuki","Swift","petrol",2,5,"imported built-up","Japan",75,"None","","glxha 1.5 5dr","Auckland","4-gear auto",0,"passenger car/van","private passenger",2010
13656,"silver","station wagon",1598,"",2011,6,1520,0,"used","Opel","Astra","petrol",0,5,"imported built-up","Germany",0,"Singapore","","rs","Hastings District","",0,"passenger car/van","private passenger",2005
13657,"blue","hatchback",1290,"ncp10-0",2010,2,1195,0,"used","Toyota","Vitz","petrol",0,5,"imported built-up","Japan",0,"Japan","","","New Plymouth District","",0,"passenger car/van","private passenger",2002
