"objectid","basic_colour","body_type","cc_rating","chassis7","first_nz_registration_year","first_nz_registration_month","gross_vehicle_mass","height","import_status","make","model","motive_power","number_of_axles","number_of_seats","nz_assembled","original_country","power_rating","previous_country","road_transport_code","submodel","TLA","transmission_type","vdam_weight","vehicle_type","vehicle_usage","vehicle_year"
1746,"red","saloon",1760,"qg10-12",2011,8,1445,0,"used","Nissan","Bluebird","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2002
1747,"white","hatchback",1320,"dw3w-60",2008,6,1275,0,"re-reg","Mazda","Demio","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2000
1748,"red","hatchback",1490,"fn15-49",2008,2,1325,0,"used","Nissan","Pulsar","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",1998
1749,"grey","hatchback",1498,"",2009,11,1484,0,"new","Mazda","Mazda2","petrol",2,5,"imported built-up","Japan",76,"None","","sport 5 dr 1.5 4at","Christchurch City","4-gear auto",0,"passenger car/van","private passenger",2009
1750,"silver","utility",2982,"",2010,4,2710,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 2wd dc 5m","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1751,"black","utility",2953,"",2010,8,3009,0,"new","Ford","Ranger","diesel",2,5,"imported built-up","Thailand",115,"None","","3.0td xlt dc w/s 4x4","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1752,"blue","station wagon",2982,"kzj95-0",2008,5,2390,0,"used","Toyota","Landcruiser","diesel",2,8,"imported built-up","Japan",0,"Japan","","prado","Waimate District","",0,"passenger car/van","private passenger",1996
1753,"purple","saloon",4965,"ca53824",1959,12,1800,0,"re-reg","Ford","Model A","petrol",0,5,"imported built-up","United States",0,"None","","","Auckland","",0,"passenger car/van","private passenger",1929
1754,"silver","hatchback",2488,"",2010,6,1806,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",122,"None","","sporthatch sp25 2.5","Timaru District","5-gear auto",0,"passenger car/van","private passenger",2010
1755,"blue","hatchback",1388,"",2010,9,1530,0,"new","Ford","Fiesta","petrol",2,5,"imported built-up","Germany",71,"None","","5dr 1.4 a s","Auckland","4-gear auto",0,"passenger car/van","private passenger",2010
1756,"silver","station wagon",1490,"wfy11-4",2009,6,1445,0,"used","Nissan","Wingroad","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Christchurch City","",0,"passenger car/van","private passenger",2004
1757,"silver","domestic trailer",0,"loadwel",2010,7,1000,0,"new","Trailer","Loadwell 7x4 Ribside","",2,0,"nz assembled/built","New Zealand",0,"None","","","Dunedin City","",0,"trailer/caravan","other goods",2010
1758,"silver","saloon",2489,"",2009,9,1854,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","sedan gsx 2.5 5at","Otorohanga District","5-gear auto",0,"passenger car/van","private passenger",2009
1759,"silver","hatchback",1798,"",2008,1,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 6m","Wellington City","6-gear manual",0,"passenger car/van","private passenger",2008
1760,"blue","station wagon",1998,"sxm10-0",2008,5,1795,0,"used","Toyota","Ipsum","petrol",0,7,"imported built-up","Japan",0,"Japan","","","Kaikoura District","",0,"passenger car/van","private passenger",1998
1761,"blue","hatchback",1798,"",2009,10,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Tauranga City","4-gear auto",0,"passenger car/van","private passenger",2009
1762,"silver","hatchback",1298,"ncp10-0",2008,1,1185,0,"used","Toyota","Vitz","petrol",0,5,"imported built-up","Japan",0,"Japan","","clavia","Upper Hutt City","",0,"passenger car/van","private passenger",1999
1763,"white","hatchback",1798,"",2008,1,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Porirua City","4-gear auto",0,"passenger car/van","private passenger",2008
1764,"blue","saloon",3000,"jf1blek",2011,9,2030,0,"used","Subaru","Legacy","petrol",0,5,"imported built-up","Japan",0,"United Kingdom","","rn","Auckland","",0,"passenger car/van","private passenger",2004
1765,"silver","hatchback",1298,"",2008,1,1465,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","1.3p hatch5 4a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2008
1766,"silver","station wagon",2990,"bhe-022",2010,9,1865,0,"used","Subaru","Legacy","petrol",0,5,"imported built-up","Japan",0,"Japan","","lancaster","Auckland","",0,"passenger car/van","private passenger",2003
1767,"black","hatchback",1997,"",2011,2,2190,0,"new","Ford","Mondeo","diesel",2,5,"imported built-up","Belgium",103,"None","","zetec 2.0td a","Masterton District","6-gear auto",0,"passenger car/van","private passenger",2011
1768,"black","hatchback",1798,"",2010,1,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2010
1769,"red","saloon",1591,"",2012,3,1560,0,"new","Hyundai","Accent","petrol",2,5,"imported built-up","South Korea",91,"None","","1.6 4d a4","Auckland","4-gear auto",0,"passenger car/van","private passenger",2012
1770,"silver","domestic trailer",0,"1155278",2011,10,1999,0,"new","Briford","10x5 Tandem","",2,0,"nz assembled/built","New Zealand",0,"None","","","Nelson City","",0,"trailer/caravan","other goods",2011
1771,"red","hatchback",1798,"",2010,1,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Kapiti Coast District","4-gear auto",0,"passenger car/van","private passenger",2010
1772,"black","station wagon",2360,"",2007,12,0,0,"new","Mitsubishi","Outlander","petrol",2,7,"imported built-up","Japan",127,"None","","2.4 xls","Matamata-piako District","continuously variable",0,"passenger car/van","private passenger",2007
1773,"white","utility",2999,"",2011,9,2900,0,"new","Holden","Colorado","diesel",2,2,"imported built-up","Thailand",120,"None","","4x4 space p/u lxmt","Rotorua District","5-gear manual",0,"goods van/truck/utility","private passenger",2011
1774,"silver","saloon",1490,"ncp12-0",2009,4,1205,0,"used","Toyota","Platz","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",1999
1775,"blue","saloon",1790,"fd1-100",2010,11,1515,0,"used","Honda","Civic","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Dunedin City","",0,"passenger car/van","private passenger",2005
1776,"silver","hatchback",1798,"",2008,1,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Hamilton City","4-gear auto",0,"passenger car/van","private passenger",2008
1777,"red","hatchback",1298,"",2010,3,1465,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","t130 1.3p hatch3 4a","Christchurch City","4-gear auto",0,"passenger car/van","private passenger",2010
1778,"silver","saloon",1998,"cl7-300",2011,1,1665,0,"used","Honda","Accord","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Christchurch City","",0,"passenger car/van","private passenger",2002
1779,"grey","hatchback",1968,"",2010,1,1945,0,"new","Audi","A3","diesel",0,5,"imported built-up","Germany",103,"None","","2.0 tdi stronic","Lower Hutt City","6-gear auto",0,"passenger car/van","private passenger",2010
1780,"silver","hatchback",1298,"",2010,7,1465,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","t130 1.3p hatch5 4a","Timaru District","4-gear auto",0,"passenger car/van","private passenger",2010
1781,"silver","station wagon",1998,"",2011,12,1970,0,"new","Mitsubishi","Asx","petrol",0,5,"imported built-up","Japan",112,"None","","2wd 2.0p cvt sport","Whangarei District","continuously variable",0,"passenger car/van","private passenger",2012
1782,"grey","station wagon",2967,"",2010,1,3120,0,"new","Audi","Q7","diesel",0,7,"imported built-up","Germany",176,"None","","3.0tdi quattro tip","Far North District","6-gear auto",0,"passenger car/van","private passenger",2010
1783,"black","hatchback",2489,"",2009,8,1932,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","sport ltd 2.5 5 at","Whangarei District","5-gear auto",0,"passenger car/van","private passenger",2009
1784,"grey","saloon",3984,"",2010,8,2210,0,"new","Ford","Falcon","petrol",2,5,"imported built-up","Australia",195,"None","","fg xt sedan fa","Waitomo District","6-gear auto",0,"passenger car/van","private passenger",2010
1785,"blue","domestic trailer",0,"1054268",2010,11,1999,0,"new","Briford","8x4 Tandem","",2,0,"nz assembled/built","New Zealand",0,"None","","","Timaru District","",0,"trailer/caravan","other goods",2010
1786,"white","hatchback",1798,"",2008,1,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2008
1787,"red","saloon",2489,"",2010,3,1894,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","sedan limited 2.5 at","Invercargill City","5-gear auto",0,"passenger car/van","private passenger",2010
1788,"black","hatchback",1798,"",2010,1,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Taupo District","4-gear auto",0,"passenger car/van","private passenger",2010
1789,"blue","hatchback",1298,"",2008,5,1455,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","1.3p hatch5 5m","Manawatu District","5-gear manual",0,"passenger car/van","private passenger",2008
1790,"red","station wagon",2477,"",2010,1,2710,0,"new","Mitsubishi","Challenger","diesel",0,5,"imported built-up","Thailand",133,"None","","gls 4wd 2.5td auto","Horowhenua District","5-gear auto",0,"passenger car/van","private passenger",2010
1791,"white","station wagon",1998,"st215-3",2008,4,1635,0,"used","Toyota","Caldina","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Porirua City","",0,"passenger car/van","private passenger",1999
1792,"silver","hatchback",1490,"ncp13-0",2011,1,1225,0,"used","Toyota","Vitz","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2000
1793,"red","station wagon",1998,"",2011,10,1970,0,"new","Mitsubishi","Asx","petrol",0,5,"imported built-up","Japan",112,"None","","2wd 2.0p cvt sport","Napier City","continuously variable",0,"passenger car/van","private passenger",2011
1794,"grey","hatchback",1999,"",2009,8,1726,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",108,"None","","sporthatch gsx 2.0","Auckland","5-gear auto",0,"passenger car/van","private passenger",2009
1795,"white","utility",2982,"",2010,6,2740,0,"new","Toyota","Hilux","diesel",2,4,"imported built-up","Thailand",126,"None","","3.0td 2wd ec 5m","Christchurch City","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1796,"grey","utility",2999,"",2010,10,2900,0,"new","Holden","Colorado","diesel",2,2,"imported built-up","Thailand",120,"None","","4x4 single c/c lxmt","Marlborough District","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1797,"silver","hatchback",1798,"",2009,9,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2009
1798,"white","hatchback",1999,"",2012,2,1820,0,"new","Hyundai","I30","petrol",2,5,"imported built-up","South Korea",105,"None","","2.0 elite a4","Auckland","4-gear auto",0,"passenger car/van","private passenger",2012
1799,"yellow","mobile machine",3331,"10948",2008,8,2800,0,"new","Kubota","Kbota M7040","diesel",0,0,"imported built-up","New Zealand",0,"None","","","Palmerston North City","",0,"mobile machine","other",2008
1800,"white","hatchback",1998,"",2012,1,1900,0,"new","Mitsubishi","Lancer","petrol",0,5,"imported built-up","Japan",115,"None","","2.0 es hatch auto","Auckland","continuously variable",0,"passenger car/van","private passenger",2012
1801,"grey","hatchback",1968,"",2010,1,1945,0,"new","Audi","A3","diesel",0,5,"imported built-up","Germany",103,"None","","2.0tdi sport stronic","Wellington City","6-gear auto",0,"passenger car/van","private passenger",2010
1802,"blue","station wagon",2438,"tcr10-1",2008,1,2060,0,"used","Toyota","Emina","petrol",0,8,"imported built-up","Japan",0,"Japan","","estima","Christchurch City","",0,"passenger car/van","private passenger",1996
1803,"silver","station wagon",1997,"",2012,6,1990,0,"new","Honda","Crv","petrol",2,5,"imported built-up","Japan",114,"None","","s","Auckland","5-gear auto",0,"passenger car/van","private passenger",2012
1804,"grey","saloon",2967,"",2010,1,2368,0,"new","Audi","A6","diesel",0,5,"imported built-up","Germany",176,"None","","3.0 tdi quattro","Auckland","6-gear auto",0,"passenger car/van","private passenger",2010
1805,"blue","saloon",1600,"saplmd8",1991,4,0,0,"new","Ford","Laser","petrol",0,5,"unknown","Japan",0,"None","","1.6 gl","Tauranga City","",0,"passenger car/van","private passenger",1991
1806,"silver","saloon",2489,"",2009,9,1854,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","sedan gsx 2.5 5at","Western Bay Of Plenty District","5-gear auto",0,"passenger car/van","private passenger",2009
1807,"blue","station wagon",2489,"",2009,9,1914,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","wagon gsx 2.5 5at","Tauranga City","5-gear auto",0,"passenger car/van","private passenger",2009
1808,"silver","hatchback",1991,"",2010,1,1880,0,"new","Mercedes-benz","B","diesel",2,5,"imported built-up","Germany",103,"None","","200 cdi","Queenstown-lakes District","7-gear auto",0,"passenger car/van","private passenger",2010
1809,"silver","saloon",3456,"",2012,1,2110,0,"new","Toyota","Aurion","petrol",2,5,"imported built-up","Australia",204,"None","","3.5p at-x sedan 6a","Christchurch City","6-gear auto",0,"passenger car/van","private passenger",2012
1810,"white","saloon",1998,"",2010,3,1850,0,"new","Mitsubishi","Lancer","petrol",0,5,"imported built-up","Japan",115,"None","","2.0 es sedan m","Thames-coromandel District","5-gear manual",0,"passenger car/van","private passenger",2010
1811,"grey","station wagon",1798,"",2011,9,2060,0,"new","Mitsubishi","Asx","diesel",0,5,"imported built-up","Japan",112,"None","","4wd 1.8d man sport","Wellington City","6-gear manual",0,"passenger car/van","private passenger",2011
1812,"brown","station wagon",2362,"",2008,1,2100,0,"new","Toyota","Rav4","petrol",2,5,"imported built-up","Japan",125,"None","","2.4 4wd ltd wagon 4a","Whangarei District","4-gear auto",0,"passenger car/van","private passenger",2008
1813,"blue","hatchback",1490,"nze121-",2011,4,1355,0,"used","Toyota","Corolla","petrol",0,5,"imported built-up","Japan",0,"Japan","","runx","Palmerston North City","",0,"passenger car/van","private passenger",2002
1814,"blue","station wagon",1320,"dw3w-74",2009,7,1255,0,"used","Mazda","Demio","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Waimakariri District","",0,"passenger car/van","private passenger",2002
1815,"silver","hatchback",1999,"",2012,1,1820,0,"new","Hyundai","I30","petrol",2,5,"imported built-up","South Korea",105,"None","","2.0 elite a4","Masterton District","4-gear auto",0,"passenger car/van","private passenger",2012
1816,"blue","saloon",2260,"gg3s-11",2010,4,1635,0,"used","Mazda","Atenza","petrol",2,5,"imported built-up","Japan",0,"Japan","","","New Plymouth District","",0,"passenger car/van","private passenger",2004
1817,"silver","hatchback",1798,"",2009,8,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Porirua City","4-gear auto",0,"passenger car/van","private passenger",2009
1818,"silver","hatchback",1798,"",2009,8,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 4a","Auckland","4-gear auto",0,"passenger car/van","private passenger",2009
1819,"blue","station wagon",1990,"bp5-016",2010,4,1745,0,"used","Subaru","Legacy","petrol",2,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2003
1820,"white","utility",2982,"",2010,3,2780,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 4wd dc 5m","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1821,"silver","saloon",1498,"sc11-01",2009,4,1375,0,"used","Nissan","Tiida","petrol",2,5,"imported built-up","Japan",0,"Japan","","latio","Auckland","",0,"passenger car/van","private passenger",2005
1822,"white","light van",2982,"",2009,9,3200,0,"new","Toyota","Hiace","diesel",2,3,"imported built-up","Japan",80,"None","","3.0dt zx 4a 3 seat","Auckland","4-gear auto",0,"goods van/truck/utility","private passenger",2009
1823,"grey","utility",2953,"",2011,8,3009,0,"new","Ford","Ranger","diesel",2,5,"imported built-up","Thailand",115,"None","","3.0td dc c/c 4x4","Far North District","5-gear manual",0,"goods van/truck/utility","private passenger",2011
1824,"white","station wagon",1660,"rn1-101",2010,7,1715,0,"used","Honda","Stream","petrol",0,7,"imported built-up","Japan",0,"Japan","","","Waipa District","",0,"passenger car/van","private passenger",2001
1825,"silver","hatchback",1298,"",2009,7,1465,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","1.3p hatch5 4a","Lower Hutt City","4-gear auto",0,"passenger car/van","private passenger",2009
1826,"blue","saloon",2000,"savnmd8",1991,7,0,0,"new","Ford","Telstar","petrol",0,5,"unknown","Japan",0,"None","","","Whakatane District","",0,"passenger car/van","private passenger",1991
1827,"brown","hatchback",1500,"lc7h44-",1990,9,0,0,"new","Mitsubishi","Lancer","petrol",0,5,"unknown","Japan",0,"None","","liftback","Carterton District","",0,"passenger car/van","private passenger",1990
1828,"white","saloon",2960,"hj30-a0",1992,9,0,0,"new","Nissan","Maxima","petrol",0,5,"unknown","Japan",0,"None","","","Southland District","",0,"passenger car/van","private passenger",1992
1829,"yellow","saloon",3805,"fk10940",1966,4,0,0,"new","Rambler","Classic","petrol",0,5,"unknown","Not Known",0,"None","","","Otorohanga District","",0,"passenger car/van","private passenger",1966
1830,"blue","saloon",2994,"cl58fa1",1966,12,0,0,"new","Ford","Zodiac","petrol",0,5,"unknown","Not Known",0,"None","","","Tasman District","",0,"passenger car/van","private passenger",1966
1831,"white","hatchback",1392,"fcan14-",1993,4,0,0,"new","Nissan","Sentra","petrol",0,5,"unknown","Japan",0,"None","","","Waimakariri District","",0,"passenger car/van","private passenger",1993
1832,"red","saloon",3791,"",1993,5,0,0,"new","Holden","Commodore","petrol",0,5,"unknown","Australia",0,"None","","exec","Lower Hutt City","",0,"passenger car/van","private passenger",1992
1833,"white","light van",2497,"",2012,3,3160,0,"new","Hyundai","H1","diesel",2,3,"imported built-up","South Korea",125,"None","","2.5 crdi m5 2.5s van","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2012
1834,"blue","station wagon",2199,"",2012,6,2620,0,"new","Hyundai","Santa Fe","diesel",2,7,"imported built-up","South Korea",145,"None","","2.2r crdi elitea6 7s","Southland District","6-gear auto",0,"passenger car/van","private passenger",2012
1835,"orange","saloon",5300,"nzavj8h",1974,9,0,0,"new","Chrysler","Charger","petrol",0,5,"unknown","Australia",0,"None","","","Waimakariri District","",0,"passenger car/van","private passenger",1974
1836,"grey","station wagon",2982,"",2010,3,2990,0,"new","Toyota","Landcruiser","diesel",2,7,"imported built-up","Japan",127,"None","","gx ltd 3.0td 5a","Western Bay Of Plenty District","5-gear auto",0,"passenger car/van","private passenger",2010
1837,"white","light van",2497,"",2012,2,3160,0,"new","Hyundai","H1","diesel",2,3,"imported built-up","South Korea",125,"None","","2.5 crdi m5 2.5s van","Auckland","5-gear manual",0,"goods van/truck/utility","private passenger",2012
1838,"red","light van",2351,"",2011,9,2505,0,"new","Mitsubishi","L300","petrol",0,3,"imported built-up","Japan",99,"None","","2.4p lwb 5 door","South Taranaki District","5-gear manual",0,"goods van/truck/utility","private passenger",2011
1839,"blue","hatchback",1498,"",2009,8,1484,0,"new","Mazda","Mazda2","petrol",2,5,"imported built-up","Japan",76,"None","","sport 5 dr 1.5 4at","Palmerston North City","4-gear auto",0,"passenger car/van","private passenger",2009
1840,"silver","station wagon",2360,"acr30-0",2010,3,2080,0,"used","Toyota","Estima","petrol",2,8,"imported built-up","Japan",0,"Japan","","aeras","New Plymouth District","",0,"passenger car/van","private passenger",2000
1841,"silver","domestic trailer",0,"",2010,9,1000,0,"new","Trailer","Ensol","",2,0,"nz assembled/built","New Zealand",0,"None","","","Whanganui District","",0,"trailer/caravan","other",2010
1842,"white","utility",2999,"",2011,5,2900,0,"new","Holden","Colorado","diesel",2,5,"imported built-up","Thailand",120,"None","","4x4 crewcab p/u ltmt","Lower Hutt City","5-gear manual",0,"goods van/truck/utility","private passenger",2011
1843,"black","utility",3984,"",2010,12,2325,0,"new","Ford","Falcon","petrol",2,2,"imported built-up","Australia",195,"None","","fg xr6 p/u a 50th","Tauranga City","6-gear auto",0,"goods van/truck/utility","private passenger",2010
1844,"silver","station wagon",1496,"",2008,3,1445,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",81,"None","","1.5p wagon 5dr 5m","Tauranga City","5-gear manual",0,"passenger car/van","private passenger",2008
1845,"silver","saloon",1798,"",2010,3,1785,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx sedan 4 4a","Hamilton City","4-gear auto",0,"passenger car/van","private passenger",2010
1846,"silver","station wagon",2370,"na4w-00",2010,3,2005,0,"used","Mitsubishi","Chariot","petrol",2,7,"imported built-up","Japan",0,"Japan","","grandis","Auckland","",0,"passenger car/van","private passenger",2003
1847,"cream","domestic trailer",0,"",2010,4,500,0,"scratch","Trailer","Oleary","",2,0,"nz assembled/built","New Zealand",0,"None","","","Palmerston North City","",0,"trailer/caravan","other",2010
1848,"white","minibus",2497,"",2011,12,3160,0,"new","Hyundai","H1","diesel",2,11,"imported built-up","South Korea",125,"None","","2.5 crdi m5 2.5s van","Wellington City","5-gear manual",0,"bus","private passenger",2011
1849,"blue","saloon",2359,"",2012,4,2030,0,"new","Hyundai","I45","petrol",2,5,"imported built-up","South Korea",148,"None","","2.4 elite a6","Auckland","6-gear auto",0,"passenger car/van","private passenger",2012
1850,"blue","station wagon",2489,"",2009,7,1914,0,"new","Mazda","Mazda6","petrol",2,5,"imported built-up","Japan",125,"None","","wagon gsx 2.5 5at","Auckland","5-gear auto",0,"passenger car/van","private passenger",2009
1851,"silver","saloon",2362,"",2011,9,2015,0,"new","Toyota","Camry","petrol",2,5,"imported built-up","Australia",117,"None","","2.4p gl sedan 5a","Western Bay Of Plenty District","5-gear auto",0,"passenger car/van","private passenger",2011
1852,"black","hatchback",1999,"",2010,9,1905,0,"new","Ford","Focus","petrol",2,5,"imported built-up","Germany",107,"None","","2.0 auto","Auckland","4-gear auto",0,"passenger car/van","private passenger",2010
1853,"silver","station wagon",2360,"",2007,12,0,0,"new","Mitsubishi","Outlander","petrol",2,7,"imported built-up","Japan",127,"None","","2.4 xls","Tauranga City","continuously variable",0,"passenger car/van","private passenger",2007
1854,"silver","hatchback",1798,"",2008,1,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 6m","Auckland","6-gear manual",0,"passenger car/van","private passenger",2008
1855,"red","hatchback",1798,"",2008,1,1805,0,"new","Toyota","Corolla","petrol",2,5,"imported built-up","Japan",100,"None","","1.8p gx hatch 5 6m","Marlborough District","6-gear manual",0,"passenger car/van","private passenger",2008
1856,"black","utility",2982,"",2010,9,2710,0,"new","Toyota","Hilux","diesel",2,5,"imported built-up","Thailand",126,"None","","3.0td 2wd dc 5m","Stratford District","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1857,"grey","hatchback",1999,"",2010,10,1905,0,"new","Ford","Focus","petrol",2,5,"imported built-up","Germany",107,"None","","2.0 auto","New Plymouth District","4-gear auto",0,"passenger car/van","private passenger",2010
1858,"silver","hatchback",1298,"",2008,4,1455,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","1.3p hatch5 5m","Wellington City","5-gear manual",0,"passenger car/van","private passenger",2008
1859,"blue","hatchback",1298,"",2008,2,1465,0,"new","Toyota","Yaris","petrol",2,5,"imported built-up","Japan",64,"None","","1.3p hatch5 4a","Christchurch City","4-gear auto",0,"passenger car/van","private passenger",2008
1860,"blue","station wagon",1998,"",2012,3,1970,0,"new","Mitsubishi","Asx","petrol",0,5,"imported built-up","Japan",112,"None","","2wd 2.0p cvt sport","Gore District","continuously variable",0,"passenger car/van","private passenger",2012
1861,"red","hatchback",1999,"",2012,1,1820,0,"new","Hyundai","I30","petrol",2,5,"imported built-up","South Korea",105,"None","","2.0 elite a4","Auckland","4-gear auto",0,"passenger car/van","private passenger",2012
1862,"red","station wagon",1990,"bjfw-30",2008,6,1505,0,"used","Mazda","Familia","petrol",0,5,"imported built-up","Japan",0,"Japan","","sport 20","Auckland","",0,"passenger car/van","private passenger",2004
1863,"black","hatchback",2488,"",2010,10,1806,0,"new","Mazda","Mazda3","petrol",2,5,"imported built-up","Japan",122,"None","","sporthatch sp25 2.5","Palmerston North City","5-gear auto",0,"passenger car/van","private passenger",2010
1864,"white","station wagon",1830,"n61w-00",2008,2,1665,0,"used","Mitsubishi","Rvr","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",1998
1865,"red","hatchback",1322,"zc11s-1",2008,2,1295,0,"used","Suzuki","Swift","petrol",0,5,"imported built-up","Japan",0,"Japan","","","Otorohanga District","",0,"passenger car/van","private passenger",2006
1866,"red","station wagon",2960,"epfw-10",2011,9,1785,0,"used","Mazda","Tribute","petrol",0,5,"imported built-up","Japan",0,"Japan","","v6","Wellington City","",0,"passenger car/van","private passenger",2002
1867,"white","utility",2953,"",2010,8,3032,0,"new","Ford","Ranger","diesel",2,4,"imported built-up","Thailand",115,"None","","3.0td xlt sup w/s4x4","Whangarei District","5-gear manual",0,"goods van/truck/utility","private passenger",2010
1868,"white","saloon",1587,"7a453ae",1993,9,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","sd auto","Auckland","",0,"passenger car/van","private passenger",1993
1869,"yellow","utility",5000,"3gccw80",2008,1,1625,0,"used","Chevrolet","El Camino","petrol",2,2,"imported built-up","United States",0,"United States","","","Auckland","",0,"goods van/truck/utility","private passenger",1987
1870,"silver","utility",4100,"ccq144z",2009,5,1800,0,"used","Chevrolet","C10","petrol",2,3,"imported built-up","United States",0,"United States","","pickup","Lower Hutt City","",0,"goods van/truck/utility","private passenger",1974
1871,"silver","station wagon",2360,"acr30-0",2010,3,2070,0,"used","Toyota","Estima","petrol",2,8,"imported built-up","Japan",0,"Japan","","","Auckland","",0,"passenger car/van","private passenger",2001
1872,"blue","hatchback",846,"jdal201",1992,10,0,0,"new","Daihatsu","Mira Lx","petrol",0,5,"unknown","Japan",0,"None","","","Matamata-piako District","",0,"passenger car/van","private passenger",1992
1873,"silver","saloon",1598,"",1992,9,0,0,"new","Honda","Civic","petrol",0,5,"unknown","Japan",0,"None","","4dr lxi man","Auckland","",0,"passenger car/van","private passenger",1992
1874,"red","hatchback",1997,"sf5p44g",1992,6,0,0,"new","Mitsubishi","Galant","petrol",0,5,"unknown","Japan",0,"None","","","Gisborne District","",0,"passenger car/van","private passenger",1992
1875,"red","saloon",1468,"lf5h41-",1991,3,0,0,"new","Mitsubishi","Lancer","petrol",0,5,"unknown","Japan",0,"None","","","Palmerston North City","",0,"passenger car/van","private passenger",1991
1876,"white","saloon",1295,"ee10095",1992,11,0,0,"new","Toyota","Corolla","petrol",0,5,"unknown","Japan",0,"None","","sd man","Christchurch City","",0,"passenger car/van","private passenger",1992
1877,"silver","station wagon",3456,"",2008,1,2720,0,"new","Toyota","Highlander","petrol",2,7,"imported built-up","Japan",201,"None","","3.5p ltd 4wd wgn5 5a","New Plymouth District","5-gear auto",0,"passenger car/van","private passenger",2008
